userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000138821	SLC39A8	solute carrier family 39 member 8	64116	https://www.ncbi.nlm.nih.gov/gene/?term=64116
ENSG00000197561	ELANE	elastase, neutrophil expressed	1991	https://www.ncbi.nlm.nih.gov/gene/?term=1991
ENSG00000117399	CDC20	cell division cycle 20	991	https://www.ncbi.nlm.nih.gov/gene/?term=991
ENSG00000174175	SELP	selectin P	6403	https://www.ncbi.nlm.nih.gov/gene/?term=6403
ENSG00000087095	NLK	nemo like kinase	51701	https://www.ncbi.nlm.nih.gov/gene/?term=51701
ENSG00000173262	SLC2A14	solute carrier family 2 member 14	144195	https://www.ncbi.nlm.nih.gov/gene/?term=144195
ENSG00000109805	NCAPG	non-SMC condensin I complex subunit G	64151	https://www.ncbi.nlm.nih.gov/gene/?term=64151
ENSG00000133101	CCNA1	cyclin A1	8900	https://www.ncbi.nlm.nih.gov/gene/?term=8900
ENSG00000244355	LY6G6D	lymphocyte antigen 6 family member G6D	58530	https://www.ncbi.nlm.nih.gov/gene/?term=58530
ENSG00000244355	LY6G6F-LY6G6D	LY6G6F-LY6G6D readthrough	110599563	https://www.ncbi.nlm.nih.gov/gene/?term=110599563
ENSG00000138180	CEP55	centrosomal protein 55	55165	https://www.ncbi.nlm.nih.gov/gene/?term=55165
ENSG00000124469	CEACAM8	carcinoembryonic antigen related cell adhesion molecule 8	1088	https://www.ncbi.nlm.nih.gov/gene/?term=1088
ENSG00000116754	SRSF11	serine and arginine rich splicing factor 11	9295	https://www.ncbi.nlm.nih.gov/gene/?term=9295
ENSG00000164105	SAP30	Sin3A associated protein 30	8819	https://www.ncbi.nlm.nih.gov/gene/?term=8819
ENSG00000156414	TDRD9	tudor domain containing 9	122402	https://www.ncbi.nlm.nih.gov/gene/?term=122402
ENSG00000110934	BIN2	bridging integrator 2	51411	https://www.ncbi.nlm.nih.gov/gene/?term=51411
ENSG00000118520	ARG1	arginase 1	383	https://www.ncbi.nlm.nih.gov/gene/?term=383
ENSG00000176871	WSB2	WD repeat and SOCS box containing 2	55884	https://www.ncbi.nlm.nih.gov/gene/?term=55884
ENSG00000135535	CD164	CD164 molecule	8763	https://www.ncbi.nlm.nih.gov/gene/?term=8763
ENSG00000133742	CA1	carbonic anhydrase 1	759	https://www.ncbi.nlm.nih.gov/gene/?term=759
ENSG00000111802	TDP2	tyrosyl-DNA phosphodiesterase 2	51567	https://www.ncbi.nlm.nih.gov/gene/?term=51567
ENSG00000142185	TRPM2	transient receptor potential cation channel subfamily M member 2	7226	https://www.ncbi.nlm.nih.gov/gene/?term=7226
ENSG00000170439	METTL7B	methyltransferase like 7B	196410	https://www.ncbi.nlm.nih.gov/gene/?term=196410
ENSG00000004897	CDC27	cell division cycle 27	996	https://www.ncbi.nlm.nih.gov/gene/?term=996
ENSG00000115604	IL18R1	interleukin 18 receptor 1	8809	https://www.ncbi.nlm.nih.gov/gene/?term=8809
ENSG00000072571	HMMR	hyaluronan mediated motility receptor	3161	https://www.ncbi.nlm.nih.gov/gene/?term=3161
ENSG00000174705	SH3PXD2B	SH3 and PX domains 2B	285590	https://www.ncbi.nlm.nih.gov/gene/?term=285590
ENSG00000146376	ARHGAP18	Rho GTPase activating protein 18	93663	https://www.ncbi.nlm.nih.gov/gene/?term=93663
ENSG00000169122	FAM110B	family with sequence similarity 110 member B	90362	https://www.ncbi.nlm.nih.gov/gene/?term=90362
ENSG00000140350	ANP32A	acidic nuclear phosphoprotein 32 family member A	8125	https://www.ncbi.nlm.nih.gov/gene/?term=8125
ENSG00000169385	RNASE2	ribonuclease A family member 2	6036	https://www.ncbi.nlm.nih.gov/gene/?term=6036
ENSG00000133116	KL	klotho	9365	https://www.ncbi.nlm.nih.gov/gene/?term=9365
ENSG00000232119	MCTS1	MCTS1, re-initiation and release factor	28985	https://www.ncbi.nlm.nih.gov/gene/?term=28985
ENSG00000257017	HP	haptoglobin	3240	https://www.ncbi.nlm.nih.gov/gene/?term=3240
ENSG00000178896	EXOSC4	exosome component 4	54512	https://www.ncbi.nlm.nih.gov/gene/?term=54512
ENSG00000157851	DPYSL5	dihydropyrimidinase like 5	56896	https://www.ncbi.nlm.nih.gov/gene/?term=56896
ENSG00000091164	TXNL1	thioredoxin like 1	9352	https://www.ncbi.nlm.nih.gov/gene/?term=9352
ENSG00000127824	TUBA4A	tubulin alpha 4a	7277	https://www.ncbi.nlm.nih.gov/gene/?term=7277
ENSG00000172007	RAB33B	RAB33B, member RAS oncogene family	83452	https://www.ncbi.nlm.nih.gov/gene/?term=83452
ENSG00000183092	BEGAIN	brain enriched guanylate kinase associated	57596	https://www.ncbi.nlm.nih.gov/gene/?term=57596
ENSG00000154710	RABGEF1	RAB guanine nucleotide exchange factor 1	27342	https://www.ncbi.nlm.nih.gov/gene/?term=27342
ENSG00000261649	GOLGA6L7	golgin A6 family like 7	728310	https://www.ncbi.nlm.nih.gov/gene/?term=728310
ENSG00000204010	IFIT1B	interferon induced protein with tetratricopeptide repeats 1B	439996	https://www.ncbi.nlm.nih.gov/gene/?term=439996
ENSG00000239887	C1orf226	chromosome 1 open reading frame 226	400793	https://www.ncbi.nlm.nih.gov/gene/?term=400793
ENSG00000116717	GADD45A	growth arrest and DNA damage inducible alpha	1647	https://www.ncbi.nlm.nih.gov/gene/?term=1647
ENSG00000141367	CLTC	clathrin heavy chain	1213	https://www.ncbi.nlm.nih.gov/gene/?term=1213
ENSG00000120696	KBTBD7	kelch repeat and BTB domain containing 7	84078	https://www.ncbi.nlm.nih.gov/gene/?term=84078
ENSG00000185499	MUC1	mucin 1, cell surface associated	4582	https://www.ncbi.nlm.nih.gov/gene/?term=4582
ENSG00000126787	DLGAP5	DLG associated protein 5	9787	https://www.ncbi.nlm.nih.gov/gene/?term=9787
ENSG00000243335	KCTD7	potassium channel tetramerization domain containing 7	154881	https://www.ncbi.nlm.nih.gov/gene/?term=154881
ENSG00000183019	MCEMP1	mast cell expressed membrane protein 1	199675	https://www.ncbi.nlm.nih.gov/gene/?term=199675
ENSG00000169607	CKAP2L	cytoskeleton associated protein 2 like	150468	https://www.ncbi.nlm.nih.gov/gene/?term=150468
ENSG00000138772	ANXA3	annexin A3	306	https://www.ncbi.nlm.nih.gov/gene/?term=306
ENSG00000121933	TMIGD3	transmembrane and immunoglobulin domain containing 3	57413	https://www.ncbi.nlm.nih.gov/gene/?term=57413
ENSG00000187800	PEAR1	platelet endothelial aggregation receptor 1	375033	https://www.ncbi.nlm.nih.gov/gene/?term=375033
ENSG00000167608	TMC4	transmembrane channel like 4	147798	https://www.ncbi.nlm.nih.gov/gene/?term=147798
ENSG00000256618	MTRNR2L1	MT-RNR2 like 1	100462977	https://www.ncbi.nlm.nih.gov/gene/?term=100462977
ENSG00000087502	ERGIC2	ERGIC and golgi 2	51290	https://www.ncbi.nlm.nih.gov/gene/?term=51290
ENSG00000115594	IL1R1	interleukin 1 receptor type 1	3554	https://www.ncbi.nlm.nih.gov/gene/?term=3554
ENSG00000067064	IDI1	isopentenyl-diphosphate delta isomerase 1	3422	https://www.ncbi.nlm.nih.gov/gene/?term=3422
ENSG00000135049	AGTPBP1	ATP/GTP binding protein 1	23287	https://www.ncbi.nlm.nih.gov/gene/?term=23287
ENSG00000177508	IRX3	iroquois homeobox 3	79191	https://www.ncbi.nlm.nih.gov/gene/?term=79191
ENSG00000183696	UPP1	uridine phosphorylase 1	7378	https://www.ncbi.nlm.nih.gov/gene/?term=7378
ENSG00000162600	OMA1	OMA1 zinc metallopeptidase	115209	https://www.ncbi.nlm.nih.gov/gene/?term=115209
ENSG00000095739	BAMBI	BMP and activin membrane bound inhibitor	25805	https://www.ncbi.nlm.nih.gov/gene/?term=25805
ENSG00000146670	CDCA5	cell division cycle associated 5	113130	https://www.ncbi.nlm.nih.gov/gene/?term=113130
ENSG00000166527	CLEC4D	C-type lectin domain family 4 member D	338339	https://www.ncbi.nlm.nih.gov/gene/?term=338339
ENSG00000180509	KCNE1	potassium voltage-gated channel subfamily E regulatory subunit 1	3753	https://www.ncbi.nlm.nih.gov/gene/?term=3753
ENSG00000180509	KCNE1B	potassium voltage-gated channel subfamily E regulatory subunit 1B	102723475	https://www.ncbi.nlm.nih.gov/gene/?term=102723475
ENSG00000104412	EMC2	ER membrane protein complex subunit 2	9694	https://www.ncbi.nlm.nih.gov/gene/?term=9694
ENSG00000112406	HECA	hdc homolog, cell cycle regulator	51696	https://www.ncbi.nlm.nih.gov/gene/?term=51696
ENSG00000100024	UPB1	beta-ureidopropionase 1	51733	https://www.ncbi.nlm.nih.gov/gene/?term=51733
ENSG00000068024	HDAC4	histone deacetylase 4	9759	https://www.ncbi.nlm.nih.gov/gene/?term=9759
ENSG00000206140	TMEM191C	transmembrane protein 191C	645426	https://www.ncbi.nlm.nih.gov/gene/?term=645426
ENSG00000206140	NA	NA	112268298	https://www.ncbi.nlm.nih.gov/gene/?term=112268298
ENSG00000203760	CENPW	centromere protein W	387103	https://www.ncbi.nlm.nih.gov/gene/?term=387103
ENSG00000115163	CENPA	centromere protein A	1058	https://www.ncbi.nlm.nih.gov/gene/?term=1058
ENSG00000183578	TNFAIP8L3	TNF alpha induced protein 8 like 3	388121	https://www.ncbi.nlm.nih.gov/gene/?term=388121
ENSG00000131153	GINS2	GINS complex subunit 2	51659	https://www.ncbi.nlm.nih.gov/gene/?term=51659
ENSG00000150054	MPP7	membrane palmitoylated protein 7	143098	https://www.ncbi.nlm.nih.gov/gene/?term=143098
ENSG00000139572	GPR84	G protein-coupled receptor 84	53831	https://www.ncbi.nlm.nih.gov/gene/?term=53831
ENSG00000156875	MFSD14A	major facilitator superfamily domain containing 14A	64645	https://www.ncbi.nlm.nih.gov/gene/?term=64645
ENSG00000136560	TANK	TRAF family member associated NFKB activator	10010	https://www.ncbi.nlm.nih.gov/gene/?term=10010
ENSG00000179094	PER1	period circadian regulator 1	5187	https://www.ncbi.nlm.nih.gov/gene/?term=5187
ENSG00000164512	ANKRD55	ankyrin repeat domain 55	79722	https://www.ncbi.nlm.nih.gov/gene/?term=79722
ENSG00000153310	FAM49B	family with sequence similarity 49 member B	51571	https://www.ncbi.nlm.nih.gov/gene/?term=51571
ENSG00000174837	ADGRE1	adhesion G protein-coupled receptor E1	2015	https://www.ncbi.nlm.nih.gov/gene/?term=2015
ENSG00000134463	ECHDC3	enoyl-CoA hydratase domain containing 3	79746	https://www.ncbi.nlm.nih.gov/gene/?term=79746
ENSG00000112312	GMNN	geminin, DNA replication inhibitor	51053	https://www.ncbi.nlm.nih.gov/gene/?term=51053
ENSG00000274276	CBSL	cystathionine-beta-synthase like	102724560	https://www.ncbi.nlm.nih.gov/gene/?term=102724560
ENSG00000171860	C3AR1	complement C3a receptor 1	719	https://www.ncbi.nlm.nih.gov/gene/?term=719
ENSG00000011426	ANLN	anillin actin binding protein	54443	https://www.ncbi.nlm.nih.gov/gene/?term=54443
ENSG00000185291	IL3RA	interleukin 3 receptor subunit alpha	3563	https://www.ncbi.nlm.nih.gov/gene/?term=3563
ENSG00000117650	NEK2	NIMA related kinase 2	4751	https://www.ncbi.nlm.nih.gov/gene/?term=4751
ENSG00000138061	CYP1B1	cytochrome P450 family 1 subfamily B member 1	1545	https://www.ncbi.nlm.nih.gov/gene/?term=1545
ENSG00000172638	EFEMP2	EGF containing fibulin extracellular matrix protein 2	30008	https://www.ncbi.nlm.nih.gov/gene/?term=30008
ENSG00000214787	MS4A4E	membrane spanning 4-domains A4E	643680	https://www.ncbi.nlm.nih.gov/gene/?term=643680
ENSG00000103175	WFDC1	WAP four-disulfide core domain 1	58189	https://www.ncbi.nlm.nih.gov/gene/?term=58189
ENSG00000123836	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	5208	https://www.ncbi.nlm.nih.gov/gene/?term=5208
ENSG00000164430	CGAS	cyclic GMP-AMP synthase	115004	https://www.ncbi.nlm.nih.gov/gene/?term=115004
ENSG00000172594	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A	10924	https://www.ncbi.nlm.nih.gov/gene/?term=10924
ENSG00000258227	CLEC5A	C-type lectin domain containing 5A	23601	https://www.ncbi.nlm.nih.gov/gene/?term=23601
ENSG00000165716	DIPK1B	divergent protein kinase domain 1B	138311	https://www.ncbi.nlm.nih.gov/gene/?term=138311
ENSG00000169679	BUB1	BUB1 mitotic checkpoint serine/threonine kinase	699	https://www.ncbi.nlm.nih.gov/gene/?term=699
ENSG00000090013	BLVRB	biliverdin reductase B	645	https://www.ncbi.nlm.nih.gov/gene/?term=645
ENSG00000167900	TK1	thymidine kinase 1	7083	https://www.ncbi.nlm.nih.gov/gene/?term=7083
ENSG00000176018	LYSMD3	LysM domain containing 3	116068	https://www.ncbi.nlm.nih.gov/gene/?term=116068
ENSG00000169174	PCSK9	proprotein convertase subtilisin/kexin type 9	255738	https://www.ncbi.nlm.nih.gov/gene/?term=255738
ENSG00000204397	CARD16	caspase recruitment domain family member 16	114769	https://www.ncbi.nlm.nih.gov/gene/?term=114769
ENSG00000138798	EGF	epidermal growth factor	1950	https://www.ncbi.nlm.nih.gov/gene/?term=1950
ENSG00000147408	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	55790	https://www.ncbi.nlm.nih.gov/gene/?term=55790
ENSG00000118496	FBXO30	F-box protein 30	84085	https://www.ncbi.nlm.nih.gov/gene/?term=84085
ENSG00000127314	RAP1B	RAP1B, member of RAS oncogene family	5908	https://www.ncbi.nlm.nih.gov/gene/?term=5908
ENSG00000109466	KLHL2	kelch like family member 2	11275	https://www.ncbi.nlm.nih.gov/gene/?term=11275
ENSG00000197272	IL27	interleukin 27	246778	https://www.ncbi.nlm.nih.gov/gene/?term=246778
ENSG00000222036	POTEM	POTE ankyrin domain family member M	641455	https://www.ncbi.nlm.nih.gov/gene/?term=641455
ENSG00000168769	TET2	tet methylcytosine dioxygenase 2	54790	https://www.ncbi.nlm.nih.gov/gene/?term=54790
ENSG00000187837	HIST1H1C	histone cluster 1 H1 family member c	3006	https://www.ncbi.nlm.nih.gov/gene/?term=3006
ENSG00000148346	LCN2	lipocalin 2	3934	https://www.ncbi.nlm.nih.gov/gene/?term=3934
ENSG00000101188	NTSR1	neurotensin receptor 1	4923	https://www.ncbi.nlm.nih.gov/gene/?term=4923
ENSG00000181751	C5orf30	chromosome 5 open reading frame 30	90355	https://www.ncbi.nlm.nih.gov/gene/?term=90355
ENSG00000106392	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	56913	https://www.ncbi.nlm.nih.gov/gene/?term=56913
ENSG00000134827	TCN1	transcobalamin 1	6947	https://www.ncbi.nlm.nih.gov/gene/?term=6947
ENSG00000115425	PECR	peroxisomal trans-2-enoyl-CoA reductase	55825	https://www.ncbi.nlm.nih.gov/gene/?term=55825
ENSG00000198901	PRC1	protein regulator of cytokinesis 1	9055	https://www.ncbi.nlm.nih.gov/gene/?term=9055
ENSG00000068366	ACSL4	acyl-CoA synthetase long chain family member 4	2182	https://www.ncbi.nlm.nih.gov/gene/?term=2182
ENSG00000166963	MAP1A	microtubule associated protein 1A	4130	https://www.ncbi.nlm.nih.gov/gene/?term=4130
ENSG00000205542	TMSB4X	thymosin beta 4 X-linked	7114	https://www.ncbi.nlm.nih.gov/gene/?term=7114
ENSG00000213533	STIMATE	STIM activating enhancer	375346	https://www.ncbi.nlm.nih.gov/gene/?term=375346
ENSG00000182400	TRAPPC6B	trafficking protein particle complex 6B	122553	https://www.ncbi.nlm.nih.gov/gene/?term=122553
ENSG00000123838	C4BPA	complement component 4 binding protein alpha	722	https://www.ncbi.nlm.nih.gov/gene/?term=722
ENSG00000136158	SPRY2	sprouty RTK signaling antagonist 2	10253	https://www.ncbi.nlm.nih.gov/gene/?term=10253
ENSG00000136231	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3	10643	https://www.ncbi.nlm.nih.gov/gene/?term=10643
ENSG00000182551	ADI1	acireductone dioxygenase 1	55256	https://www.ncbi.nlm.nih.gov/gene/?term=55256
ENSG00000196083	IL1RAP	interleukin 1 receptor accessory protein	3556	https://www.ncbi.nlm.nih.gov/gene/?term=3556
ENSG00000186591	UBE2H	ubiquitin conjugating enzyme E2 H	7328	https://www.ncbi.nlm.nih.gov/gene/?term=7328
ENSG00000154917	RAB6B	RAB6B, member RAS oncogene family	51560	https://www.ncbi.nlm.nih.gov/gene/?term=51560
ENSG00000239839	DEFA3	defensin alpha 3	1668	https://www.ncbi.nlm.nih.gov/gene/?term=1668
ENSG00000100121	GGTLC2	gamma-glutamyltransferase light chain 2	91227	https://www.ncbi.nlm.nih.gov/gene/?term=91227
ENSG00000140859	KIFC3	kinesin family member C3	3801	https://www.ncbi.nlm.nih.gov/gene/?term=3801
ENSG00000005189	REXO5	RNA exonuclease 5	81691	https://www.ncbi.nlm.nih.gov/gene/?term=81691
ENSG00000122644	ARL4A	ADP ribosylation factor like GTPase 4A	10124	https://www.ncbi.nlm.nih.gov/gene/?term=10124
ENSG00000115641	FHL2	four and a half LIM domains 2	2274	https://www.ncbi.nlm.nih.gov/gene/?term=2274
ENSG00000174876	AMY1B	amylase, alpha 1B (salivary)	277	https://www.ncbi.nlm.nih.gov/gene/?term=277
ENSG00000174876	AMY1C	amylase, alpha 1C (salivary)	278	https://www.ncbi.nlm.nih.gov/gene/?term=278
ENSG00000158089	GALNT14	polypeptide N-acetylgalactosaminyltransferase 14	79623	https://www.ncbi.nlm.nih.gov/gene/?term=79623
ENSG00000240247	DEFA1B	defensin alpha 1B	728358	https://www.ncbi.nlm.nih.gov/gene/?term=728358
ENSG00000100644	HIF1A	hypoxia inducible factor 1 subunit alpha	3091	https://www.ncbi.nlm.nih.gov/gene/?term=3091
ENSG00000102531	FNDC3A	fibronectin type III domain containing 3A	22862	https://www.ncbi.nlm.nih.gov/gene/?term=22862
ENSG00000162367	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	6886	https://www.ncbi.nlm.nih.gov/gene/?term=6886
ENSG00000138722	MMRN1	multimerin 1	22915	https://www.ncbi.nlm.nih.gov/gene/?term=22915
ENSG00000112218	GPR63	G protein-coupled receptor 63	81491	https://www.ncbi.nlm.nih.gov/gene/?term=81491
ENSG00000188868	ZNF563	zinc finger protein 563	147837	https://www.ncbi.nlm.nih.gov/gene/?term=147837
ENSG00000116133	DHCR24	24-dehydrocholesterol reductase	1718	https://www.ncbi.nlm.nih.gov/gene/?term=1718
ENSG00000078053	AMPH	amphiphysin	273	https://www.ncbi.nlm.nih.gov/gene/?term=273
ENSG00000204389	HSPA1A	heat shock protein family A (Hsp70) member 1A	3303	https://www.ncbi.nlm.nih.gov/gene/?term=3303
ENSG00000151726	ACSL1	acyl-CoA synthetase long chain family member 1	2180	https://www.ncbi.nlm.nih.gov/gene/?term=2180
ENSG00000099377	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	80270	https://www.ncbi.nlm.nih.gov/gene/?term=80270
ENSG00000166165	CKB	creatine kinase B	1152	https://www.ncbi.nlm.nih.gov/gene/?term=1152
ENSG00000167513	CDT1	chromatin licensing and DNA replication factor 1	81620	https://www.ncbi.nlm.nih.gov/gene/?term=81620
ENSG00000184500	PROS1	protein S	5627	https://www.ncbi.nlm.nih.gov/gene/?term=5627
ENSG00000134668	SPOCD1	SPOC domain containing 1	90853	https://www.ncbi.nlm.nih.gov/gene/?term=90853
ENSG00000113070	HBEGF	heparin binding EGF like growth factor	1839	https://www.ncbi.nlm.nih.gov/gene/?term=1839
ENSG00000102010	BMX	BMX non-receptor tyrosine kinase	660	https://www.ncbi.nlm.nih.gov/gene/?term=660
ENSG00000140525	FANCI	FA complementation group I	55215	https://www.ncbi.nlm.nih.gov/gene/?term=55215
ENSG00000152229	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	9050	https://www.ncbi.nlm.nih.gov/gene/?term=9050
ENSG00000163754	GYG1	glycogenin 1	2992	https://www.ncbi.nlm.nih.gov/gene/?term=2992
ENSG00000167460	TPM4	tropomyosin 4	7171	https://www.ncbi.nlm.nih.gov/gene/?term=7171
ENSG00000204632	HLA-G	major histocompatibility complex, class I, G	3135	https://www.ncbi.nlm.nih.gov/gene/?term=3135
ENSG00000166394	CYB5R2	cytochrome b5 reductase 2	51700	https://www.ncbi.nlm.nih.gov/gene/?term=51700
ENSG00000138758	SEPT11	septin 11	55752	https://www.ncbi.nlm.nih.gov/gene/?term=55752
ENSG00000164104	HMGB2	high mobility group box 2	3148	https://www.ncbi.nlm.nih.gov/gene/?term=3148
ENSG00000032444	PNPLA6	patatin like phospholipase domain containing 6	10908	https://www.ncbi.nlm.nih.gov/gene/?term=10908
ENSG00000189221	MAOA	monoamine oxidase A	4128	https://www.ncbi.nlm.nih.gov/gene/?term=4128
ENSG00000253250	C8orf88	chromosome 8 open reading frame 88	100127983	https://www.ncbi.nlm.nih.gov/gene/?term=100127983
ENSG00000145386	CCNA2	cyclin A2	890	https://www.ncbi.nlm.nih.gov/gene/?term=890
ENSG00000204839	MROH6	maestro heat like repeat family member 6	642475	https://www.ncbi.nlm.nih.gov/gene/?term=642475
ENSG00000213672	NCKIPSD	NCK interacting protein with SH3 domain	51517	https://www.ncbi.nlm.nih.gov/gene/?term=51517
ENSG00000110958	PTGES3	prostaglandin E synthase 3	10728	https://www.ncbi.nlm.nih.gov/gene/?term=10728
ENSG00000093009	CDC45	cell division cycle 45	8318	https://www.ncbi.nlm.nih.gov/gene/?term=8318
ENSG00000107341	UBE2R2	ubiquitin conjugating enzyme E2 R2	54926	https://www.ncbi.nlm.nih.gov/gene/?term=54926
ENSG00000106714	CNTNAP3	contactin associated protein like 3	79937	https://www.ncbi.nlm.nih.gov/gene/?term=79937
ENSG00000196511	TPK1	thiamin pyrophosphokinase 1	27010	https://www.ncbi.nlm.nih.gov/gene/?term=27010
ENSG00000188624	IGFL3	IGF like family member 3	388555	https://www.ncbi.nlm.nih.gov/gene/?term=388555
ENSG00000178904	DPY19L3	dpy-19 like C-mannosyltransferase 3	147991	https://www.ncbi.nlm.nih.gov/gene/?term=147991
ENSG00000135919	SERPINE2	serpin family E member 2	5270	https://www.ncbi.nlm.nih.gov/gene/?term=5270
ENSG00000021355	SERPINB1	serpin family B member 1	1992	https://www.ncbi.nlm.nih.gov/gene/?term=1992
ENSG00000112299	VNN1	vanin 1	8876	https://www.ncbi.nlm.nih.gov/gene/?term=8876
ENSG00000130164	LDLR	low density lipoprotein receptor	3949	https://www.ncbi.nlm.nih.gov/gene/?term=3949
ENSG00000029534	ANK1	ankyrin 1	286	https://www.ncbi.nlm.nih.gov/gene/?term=286
ENSG00000179750	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	9582	https://www.ncbi.nlm.nih.gov/gene/?term=9582
ENSG00000178719	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1	2907	https://www.ncbi.nlm.nih.gov/gene/?term=2907
ENSG00000127533	F2RL3	F2R like thrombin or trypsin receptor 3	9002	https://www.ncbi.nlm.nih.gov/gene/?term=9002
ENSG00000164741	DLC1	DLC1 Rho GTPase activating protein	10395	https://www.ncbi.nlm.nih.gov/gene/?term=10395
ENSG00000160051	IQCC	IQ motif containing C	55721	https://www.ncbi.nlm.nih.gov/gene/?term=55721
