userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000196946	ZNF705A	zinc finger protein 705A	440077	https://www.ncbi.nlm.nih.gov/gene/?term=440077
ENSG00000188158	NHS	NHS actin remodeling regulator	4810	https://www.ncbi.nlm.nih.gov/gene/?term=4810
ENSG00000010282	HHATL	hedgehog acyltransferase like	57467	https://www.ncbi.nlm.nih.gov/gene/?term=57467
ENSG00000166407	LMO1	LIM domain only 1	4004	https://www.ncbi.nlm.nih.gov/gene/?term=4004
ENSG00000101405	OXT	oxytocin/neurophysin I prepropeptide	5020	https://www.ncbi.nlm.nih.gov/gene/?term=5020
ENSG00000142303	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	81794	https://www.ncbi.nlm.nih.gov/gene/?term=81794
ENSG00000141977	CIB3	calcium and integrin binding family member 3	117286	https://www.ncbi.nlm.nih.gov/gene/?term=117286
ENSG00000186086	NBPF6	NBPF member 6	653149	https://www.ncbi.nlm.nih.gov/gene/?term=653149
ENSG00000205022	PABPN1L	poly(A) binding protein nuclear 1 like, cytoplasmic	390748	https://www.ncbi.nlm.nih.gov/gene/?term=390748
ENSG00000243543	WFDC6	WAP four-disulfide core domain 6	140870	https://www.ncbi.nlm.nih.gov/gene/?term=140870
ENSG00000155622	XAGE2	X antigen family member 2	9502	https://www.ncbi.nlm.nih.gov/gene/?term=9502
ENSG00000157445	CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3	55799	https://www.ncbi.nlm.nih.gov/gene/?term=55799
ENSG00000188290	HES4	hes family bHLH transcription factor 4	57801	https://www.ncbi.nlm.nih.gov/gene/?term=57801
ENSG00000268480	LINC01862	long intergenic non-protein coding RNA 1862	105372267	https://www.ncbi.nlm.nih.gov/gene/?term=105372267
ENSG00000175445	LPL	lipoprotein lipase	4023	https://www.ncbi.nlm.nih.gov/gene/?term=4023
ENSG00000177707	NECTIN3	nectin cell adhesion molecule 3	25945	https://www.ncbi.nlm.nih.gov/gene/?term=25945
ENSG00000182782	HCAR2	hydroxycarboxylic acid receptor 2	338442	https://www.ncbi.nlm.nih.gov/gene/?term=338442
ENSG00000159763	PIP	prolactin induced protein	5304	https://www.ncbi.nlm.nih.gov/gene/?term=5304
ENSG00000078098	FAP	fibroblast activation protein alpha	2191	https://www.ncbi.nlm.nih.gov/gene/?term=2191
ENSG00000149506	ZP1	zona pellucida glycoprotein 1	22917	https://www.ncbi.nlm.nih.gov/gene/?term=22917
ENSG00000183662	FAM19A1	family with sequence similarity 19 member A1, C-C motif chemokine like	407738	https://www.ncbi.nlm.nih.gov/gene/?term=407738
ENSG00000184986	TMEM121	transmembrane protein 121	80757	https://www.ncbi.nlm.nih.gov/gene/?term=80757
ENSG00000171345	KRT19	keratin 19	3880	https://www.ncbi.nlm.nih.gov/gene/?term=3880
ENSG00000166145	SPINT1	serine peptidase inhibitor, Kunitz type 1	6692	https://www.ncbi.nlm.nih.gov/gene/?term=6692
ENSG00000185681	MORN5	MORN repeat containing 5	254956	https://www.ncbi.nlm.nih.gov/gene/?term=254956
ENSG00000169469	SPRR1B	small proline rich protein 1B	6699	https://www.ncbi.nlm.nih.gov/gene/?term=6699
ENSG00000116176	TPSG1	tryptase gamma 1	25823	https://www.ncbi.nlm.nih.gov/gene/?term=25823
ENSG00000143590	EFNA3	ephrin A3	1944	https://www.ncbi.nlm.nih.gov/gene/?term=1944
ENSG00000180205	WFDC9	WAP four-disulfide core domain 9	259240	https://www.ncbi.nlm.nih.gov/gene/?term=259240
ENSG00000185523	SPATA45	spermatogenesis associated 45	149643	https://www.ncbi.nlm.nih.gov/gene/?term=149643
ENSG00000164530	PI16	peptidase inhibitor 16	221476	https://www.ncbi.nlm.nih.gov/gene/?term=221476
ENSG00000275572	GRIFIN	galectin-related inter-fiber protein	402635	https://www.ncbi.nlm.nih.gov/gene/?term=402635
ENSG00000196539	OR2T3	olfactory receptor family 2 subfamily T member 3	343173	https://www.ncbi.nlm.nih.gov/gene/?term=343173
ENSG00000063438	AHRR	aryl-hydrocarbon receptor repressor	57491	https://www.ncbi.nlm.nih.gov/gene/?term=57491
ENSG00000187862	TTC24	tetratricopeptide repeat domain 24	164118	https://www.ncbi.nlm.nih.gov/gene/?term=164118
ENSG00000143185	XCL2	X-C motif chemokine ligand 2	6846	https://www.ncbi.nlm.nih.gov/gene/?term=6846
ENSG00000169245	CXCL10	C-X-C motif chemokine ligand 10	3627	https://www.ncbi.nlm.nih.gov/gene/?term=3627
ENSG00000138892	TTLL8	tubulin tyrosine ligase like 8	164714	https://www.ncbi.nlm.nih.gov/gene/?term=164714
ENSG00000187170	LCE4A	late cornified envelope 4A	199834	https://www.ncbi.nlm.nih.gov/gene/?term=199834
ENSG00000136999	CCN3	cellular communication network factor 3	4856	https://www.ncbi.nlm.nih.gov/gene/?term=4856
ENSG00000111331	OAS3	2'-5'-oligoadenylate synthetase 3	4940	https://www.ncbi.nlm.nih.gov/gene/?term=4940
ENSG00000169344	UMOD	uromodulin	7369	https://www.ncbi.nlm.nih.gov/gene/?term=7369
ENSG00000173825	TIGD3	tigger transposable element derived 3	220359	https://www.ncbi.nlm.nih.gov/gene/?term=220359
ENSG00000169884	WNT10B	Wnt family member 10B	7480	https://www.ncbi.nlm.nih.gov/gene/?term=7480
ENSG00000256453	DND1	DND microRNA-mediated repression inhibitor 1	373863	https://www.ncbi.nlm.nih.gov/gene/?term=373863
ENSG00000164949	GEM	GTP binding protein overexpressed in skeletal muscle	2669	https://www.ncbi.nlm.nih.gov/gene/?term=2669
ENSG00000204659	CBY3	chibby family member 3	646019	https://www.ncbi.nlm.nih.gov/gene/?term=646019
ENSG00000146674	IGFBP3	insulin like growth factor binding protein 3	3486	https://www.ncbi.nlm.nih.gov/gene/?term=3486
ENSG00000163254	CRYGC	crystallin gamma C	1420	https://www.ncbi.nlm.nih.gov/gene/?term=1420
ENSG00000258223	PRSS58	serine protease 58	136541	https://www.ncbi.nlm.nih.gov/gene/?term=136541
ENSG00000174898	CATSPERD	cation channel sperm associated auxiliary subunit delta	257062	https://www.ncbi.nlm.nih.gov/gene/?term=257062
ENSG00000100362	PVALB	parvalbumin	5816	https://www.ncbi.nlm.nih.gov/gene/?term=5816
ENSG00000163206	SMCP	sperm mitochondria associated cysteine rich protein	4184	https://www.ncbi.nlm.nih.gov/gene/?term=4184
ENSG00000088827	SIGLEC1	sialic acid binding Ig like lectin 1	6614	https://www.ncbi.nlm.nih.gov/gene/?term=6614
ENSG00000157093	LYZL4	lysozyme like 4	131375	https://www.ncbi.nlm.nih.gov/gene/?term=131375
ENSG00000184148	SPRR4	small proline rich protein 4	163778	https://www.ncbi.nlm.nih.gov/gene/?term=163778
ENSG00000165259	HDX	highly divergent homeobox	139324	https://www.ncbi.nlm.nih.gov/gene/?term=139324
ENSG00000166159	LRTM2	leucine rich repeats and transmembrane domains 2	654429	https://www.ncbi.nlm.nih.gov/gene/?term=654429
ENSG00000177414	UBE2U	ubiquitin conjugating enzyme E2 U	148581	https://www.ncbi.nlm.nih.gov/gene/?term=148581
ENSG00000143167	GPA33	glycoprotein A33	10223	https://www.ncbi.nlm.nih.gov/gene/?term=10223
ENSG00000241794	SPRR2A	small proline rich protein 2A	6700	https://www.ncbi.nlm.nih.gov/gene/?term=6700
ENSG00000171505	OR1N1	olfactory receptor family 1 subfamily N member 1	138883	https://www.ncbi.nlm.nih.gov/gene/?term=138883
ENSG00000230778	ANKRD63	ankyrin repeat domain 63	100131244	https://www.ncbi.nlm.nih.gov/gene/?term=100131244
ENSG00000283297	TEX52	testis expressed 52	101929469	https://www.ncbi.nlm.nih.gov/gene/?term=101929469
ENSG00000213759	UGT2B11	UDP glucuronosyltransferase family 2 member B11	10720	https://www.ncbi.nlm.nih.gov/gene/?term=10720
ENSG00000106648	GALNTL5	polypeptide N-acetylgalactosaminyltransferase like 5	168391	https://www.ncbi.nlm.nih.gov/gene/?term=168391
ENSG00000185633	NDUFA4L2	NDUFA4, mitochondrial complex associated like 2	56901	https://www.ncbi.nlm.nih.gov/gene/?term=56901
ENSG00000244617	ASPRV1	aspartic peptidase retroviral like 1	151516	https://www.ncbi.nlm.nih.gov/gene/?term=151516
ENSG00000174899	PQLC2L	PQ loop repeat containing 2 like	152078	https://www.ncbi.nlm.nih.gov/gene/?term=152078
ENSG00000160951	PTGER1	prostaglandin E receptor 1	5731	https://www.ncbi.nlm.nih.gov/gene/?term=5731
ENSG00000249662	LINC02218	long intergenic non-protein coding RNA 2218	102723526	https://www.ncbi.nlm.nih.gov/gene/?term=102723526
ENSG00000168453	HR	HR, lysine demethylase and nuclear receptor corepressor	55806	https://www.ncbi.nlm.nih.gov/gene/?term=55806
ENSG00000196196	HRCT1	histidine rich carboxyl terminus 1	646962	https://www.ncbi.nlm.nih.gov/gene/?term=646962
ENSG00000116990	MYCL	MYCL proto-oncogene, bHLH transcription factor	4610	https://www.ncbi.nlm.nih.gov/gene/?term=4610
ENSG00000187546	AGMO	alkylglycerol monooxygenase	392636	https://www.ncbi.nlm.nih.gov/gene/?term=392636
ENSG00000139610	CELA1	chymotrypsin like elastase family member 1	1990	https://www.ncbi.nlm.nih.gov/gene/?term=1990
ENSG00000205445	KRTAP10-2	keratin associated protein 10-2	386679	https://www.ncbi.nlm.nih.gov/gene/?term=386679
ENSG00000188488	SERPINA5	serpin family A member 5	5104	https://www.ncbi.nlm.nih.gov/gene/?term=5104
ENSG00000136698	CFC1	cripto, FRL-1, cryptic family 1	55997	https://www.ncbi.nlm.nih.gov/gene/?term=55997
ENSG00000144130	NT5DC4	5'-nucleotidase domain containing 4	284958	https://www.ncbi.nlm.nih.gov/gene/?term=284958
ENSG00000164344	KLKB1	kallikrein B1	3818	https://www.ncbi.nlm.nih.gov/gene/?term=3818
ENSG00000127252	HRASLS	HRAS like suppressor	57110	https://www.ncbi.nlm.nih.gov/gene/?term=57110
ENSG00000128652	HOXD3	homeobox D3	3232	https://www.ncbi.nlm.nih.gov/gene/?term=3232
ENSG00000153956	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1	781	https://www.ncbi.nlm.nih.gov/gene/?term=781
ENSG00000168412	MTNR1A	melatonin receptor 1A	4543	https://www.ncbi.nlm.nih.gov/gene/?term=4543
ENSG00000010438	PRSS3	serine protease 3	5646	https://www.ncbi.nlm.nih.gov/gene/?term=5646
ENSG00000177294	FBXO39	F-box protein 39	162517	https://www.ncbi.nlm.nih.gov/gene/?term=162517
ENSG00000215788	TNFRSF25	TNF receptor superfamily member 25	8718	https://www.ncbi.nlm.nih.gov/gene/?term=8718
ENSG00000063515	GSC2	goosecoid homeobox 2	2928	https://www.ncbi.nlm.nih.gov/gene/?term=2928
ENSG00000158481	CD1C	CD1c molecule	911	https://www.ncbi.nlm.nih.gov/gene/?term=911
ENSG00000178882	RFLNA	refilin A	144347	https://www.ncbi.nlm.nih.gov/gene/?term=144347
ENSG00000178882	ZNF664-RFLNA	ZNF664-RFLNA readthrough	100533183	https://www.ncbi.nlm.nih.gov/gene/?term=100533183
ENSG00000177025	C19orf18	chromosome 19 open reading frame 18	147685	https://www.ncbi.nlm.nih.gov/gene/?term=147685
ENSG00000129437	KLK14	kallikrein related peptidase 14	43847	https://www.ncbi.nlm.nih.gov/gene/?term=43847
ENSG00000095596	CYP26A1	cytochrome P450 family 26 subfamily A member 1	1592	https://www.ncbi.nlm.nih.gov/gene/?term=1592
ENSG00000141540	TTYH2	tweety family member 2	94015	https://www.ncbi.nlm.nih.gov/gene/?term=94015
ENSG00000110881	ASIC1	acid sensing ion channel subunit 1	41	https://www.ncbi.nlm.nih.gov/gene/?term=41
ENSG00000255398	HCAR3	hydroxycarboxylic acid receptor 3	8843	https://www.ncbi.nlm.nih.gov/gene/?term=8843
ENSG00000160838	LRRC71	leucine rich repeat containing 71	149499	https://www.ncbi.nlm.nih.gov/gene/?term=149499
ENSG00000221837	KRTAP10-9	keratin associated protein 10-9	386676	https://www.ncbi.nlm.nih.gov/gene/?term=386676
ENSG00000256463	SALL3	spalt like transcription factor 3	27164	https://www.ncbi.nlm.nih.gov/gene/?term=27164
ENSG00000175121	WFDC5	WAP four-disulfide core domain 5	149708	https://www.ncbi.nlm.nih.gov/gene/?term=149708
ENSG00000204193	TXNDC8	thioredoxin domain containing 8	255220	https://www.ncbi.nlm.nih.gov/gene/?term=255220
ENSG00000173431	RNASE8	ribonuclease A family member 8	122665	https://www.ncbi.nlm.nih.gov/gene/?term=122665
ENSG00000189366	ALG1L	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase like	200810	https://www.ncbi.nlm.nih.gov/gene/?term=200810
ENSG00000187766	KRTAP10-8	keratin associated protein 10-8	386681	https://www.ncbi.nlm.nih.gov/gene/?term=386681
ENSG00000185899	TAS2R60	taste 2 receptor member 60	338398	https://www.ncbi.nlm.nih.gov/gene/?term=338398
ENSG00000088926	F11	coagulation factor XI	2160	https://www.ncbi.nlm.nih.gov/gene/?term=2160
ENSG00000111801	BTN3A3	butyrophilin subfamily 3 member A3	10384	https://www.ncbi.nlm.nih.gov/gene/?term=10384
ENSG00000164440	TXLNB	taxilin beta	167838	https://www.ncbi.nlm.nih.gov/gene/?term=167838
ENSG00000198286	CARD11	caspase recruitment domain family member 11	84433	https://www.ncbi.nlm.nih.gov/gene/?term=84433
ENSG00000160185	UBASH3A	ubiquitin associated and SH3 domain containing A	53347	https://www.ncbi.nlm.nih.gov/gene/?term=53347
ENSG00000213921	LEUTX	leucine twenty homeobox	342900	https://www.ncbi.nlm.nih.gov/gene/?term=342900
ENSG00000279263	OR2L8	olfactory receptor family 2 subfamily L member 8 (gene/pseudogene)	391190	https://www.ncbi.nlm.nih.gov/gene/?term=391190
ENSG00000174611	KY	kyphoscoliosis peptidase	339855	https://www.ncbi.nlm.nih.gov/gene/?term=339855
ENSG00000185269	NOTUM	notum, palmitoleoyl-protein carboxylesterase	147111	https://www.ncbi.nlm.nih.gov/gene/?term=147111
ENSG00000184258	CDR1	cerebellar degeneration related protein 1	1038	https://www.ncbi.nlm.nih.gov/gene/?term=1038
ENSG00000198780	FAM169A	family with sequence similarity 169 member A	26049	https://www.ncbi.nlm.nih.gov/gene/?term=26049
ENSG00000100311	PDGFB	platelet derived growth factor subunit B	5155	https://www.ncbi.nlm.nih.gov/gene/?term=5155
ENSG00000105270	CLIP3	CAP-Gly domain containing linker protein 3	25999	https://www.ncbi.nlm.nih.gov/gene/?term=25999
ENSG00000243284	VSIG8	V-set and immunoglobulin domain containing 8	391123	https://www.ncbi.nlm.nih.gov/gene/?term=391123
ENSG00000182783	OR2T29	olfactory receptor family 2 subfamily T member 29	343563	https://www.ncbi.nlm.nih.gov/gene/?term=343563
ENSG00000196248	OR10S1	olfactory receptor family 10 subfamily S member 1	219873	https://www.ncbi.nlm.nih.gov/gene/?term=219873
ENSG00000010030	ETV7	ETS variant 7	51513	https://www.ncbi.nlm.nih.gov/gene/?term=51513
ENSG00000236609	ZNF853	zinc finger protein 853	54753	https://www.ncbi.nlm.nih.gov/gene/?term=54753
ENSG00000185940	KRTAP5-5	keratin associated protein 5-5	439915	https://www.ncbi.nlm.nih.gov/gene/?term=439915
ENSG00000140287	HDC	histidine decarboxylase	3067	https://www.ncbi.nlm.nih.gov/gene/?term=3067
ENSG00000204653	ASPDH	aspartate dehydrogenase domain containing	554235	https://www.ncbi.nlm.nih.gov/gene/?term=554235
ENSG00000119714	GPR68	G protein-coupled receptor 68	8111	https://www.ncbi.nlm.nih.gov/gene/?term=8111
ENSG00000137261	KIAA0319	KIAA0319	9856	https://www.ncbi.nlm.nih.gov/gene/?term=9856
ENSG00000154928	EPHB1	EPH receptor B1	2047	https://www.ncbi.nlm.nih.gov/gene/?term=2047
ENSG00000214872	SMTNL1	smoothelin like 1	219537	https://www.ncbi.nlm.nih.gov/gene/?term=219537
ENSG00000214402	LCNL1	lipocalin like 1	401562	https://www.ncbi.nlm.nih.gov/gene/?term=401562
ENSG00000185156	MFSD6L	major facilitator superfamily domain containing 6 like	162387	https://www.ncbi.nlm.nih.gov/gene/?term=162387
ENSG00000275896	PRSS2	serine protease 2	5645	https://www.ncbi.nlm.nih.gov/gene/?term=5645
ENSG00000137098	SPAG8	sperm associated antigen 8	26206	https://www.ncbi.nlm.nih.gov/gene/?term=26206
ENSG00000185176	AQP12B	aquaporin 12B	653437	https://www.ncbi.nlm.nih.gov/gene/?term=653437
ENSG00000164326	CARTPT	CART prepropeptide	9607	https://www.ncbi.nlm.nih.gov/gene/?term=9607
ENSG00000181867	FTMT	ferritin mitochondrial	94033	https://www.ncbi.nlm.nih.gov/gene/?term=94033
ENSG00000172020	GAP43	growth associated protein 43	2596	https://www.ncbi.nlm.nih.gov/gene/?term=2596
ENSG00000166143	PPP1R14D	protein phosphatase 1 regulatory inhibitor subunit 14D	54866	https://www.ncbi.nlm.nih.gov/gene/?term=54866
ENSG00000167701	GPT	glutamic--pyruvic transaminase	2875	https://www.ncbi.nlm.nih.gov/gene/?term=2875
ENSG00000221882	OR3A2	olfactory receptor family 3 subfamily A member 2	4995	https://www.ncbi.nlm.nih.gov/gene/?term=4995
ENSG00000122824	NUDT10	nudix hydrolase 10	170685	https://www.ncbi.nlm.nih.gov/gene/?term=170685
ENSG00000134812	CBLIF	cobalamin binding intrinsic factor	2694	https://www.ncbi.nlm.nih.gov/gene/?term=2694
ENSG00000180210	F2	coagulation factor II, thrombin	2147	https://www.ncbi.nlm.nih.gov/gene/?term=2147
ENSG00000153291	SLC25A27	solute carrier family 25 member 27	9481	https://www.ncbi.nlm.nih.gov/gene/?term=9481
ENSG00000095777	MYO3A	myosin IIIA	53904	https://www.ncbi.nlm.nih.gov/gene/?term=53904
ENSG00000177108	ZDHHC22	zinc finger DHHC-type containing 22	283576	https://www.ncbi.nlm.nih.gov/gene/?term=283576
ENSG00000124205	EDN3	endothelin 3	1908	https://www.ncbi.nlm.nih.gov/gene/?term=1908
ENSG00000131050	BPIFA2	BPI fold containing family A member 2	140683	https://www.ncbi.nlm.nih.gov/gene/?term=140683
ENSG00000110975	SYT10	synaptotagmin 10	341359	https://www.ncbi.nlm.nih.gov/gene/?term=341359
ENSG00000198854	C1orf68	chromosome 1 open reading frame 68	100129271	https://www.ncbi.nlm.nih.gov/gene/?term=100129271
ENSG00000143867	OSR1	odd-skipped related transcription factor 1	130497	https://www.ncbi.nlm.nih.gov/gene/?term=130497
ENSG00000172818	OVOL1	ovo like transcriptional repressor 1	5017	https://www.ncbi.nlm.nih.gov/gene/?term=5017
ENSG00000164542	KIAA0895	KIAA0895	23366	https://www.ncbi.nlm.nih.gov/gene/?term=23366
ENSG00000225556	C2CD4D	C2 calcium dependent domain containing 4D	100191040	https://www.ncbi.nlm.nih.gov/gene/?term=100191040
ENSG00000140478	GOLGA6D	golgin A6 family member D	653643	https://www.ncbi.nlm.nih.gov/gene/?term=653643
ENSG00000179044	EXOC3L1	exocyst complex component 3 like 1	283849	https://www.ncbi.nlm.nih.gov/gene/?term=283849
ENSG00000139626	ITGB7	integrin subunit beta 7	3695	https://www.ncbi.nlm.nih.gov/gene/?term=3695
ENSG00000255974	CYP2A6	cytochrome P450 family 2 subfamily A member 6	1548	https://www.ncbi.nlm.nih.gov/gene/?term=1548
ENSG00000134321	RSAD2	radical S-adenosyl methionine domain containing 2	91543	https://www.ncbi.nlm.nih.gov/gene/?term=91543
ENSG00000125975	C20orf173	chromosome 20 open reading frame 173	140873	https://www.ncbi.nlm.nih.gov/gene/?term=140873
ENSG00000256029	SNHG28	small nucleolar RNA host gene 28	284677	https://www.ncbi.nlm.nih.gov/gene/?term=284677
ENSG00000181585	TMIE	transmembrane inner ear	259236	https://www.ncbi.nlm.nih.gov/gene/?term=259236
ENSG00000178828	RNF186	ring finger protein 186	54546	https://www.ncbi.nlm.nih.gov/gene/?term=54546
ENSG00000143318	CASQ1	calsequestrin 1	844	https://www.ncbi.nlm.nih.gov/gene/?term=844
ENSG00000183691	NOG	noggin	9241	https://www.ncbi.nlm.nih.gov/gene/?term=9241
ENSG00000198768	APCDD1L	APC down-regulated 1 like	164284	https://www.ncbi.nlm.nih.gov/gene/?term=164284
ENSG00000165617	DACT1	dishevelled binding antagonist of beta catenin 1	51339	https://www.ncbi.nlm.nih.gov/gene/?term=51339
ENSG00000080511	RDH8	retinol dehydrogenase 8	50700	https://www.ncbi.nlm.nih.gov/gene/?term=50700
ENSG00000103154	NECAB2	N-terminal EF-hand calcium binding protein 2	54550	https://www.ncbi.nlm.nih.gov/gene/?term=54550
ENSG00000089127	OAS1	2'-5'-oligoadenylate synthetase 1	4938	https://www.ncbi.nlm.nih.gov/gene/?term=4938
ENSG00000162078	ZG16B	zymogen granule protein 16B	124220	https://www.ncbi.nlm.nih.gov/gene/?term=124220
ENSG00000133055	MYBPH	myosin binding protein H	4608	https://www.ncbi.nlm.nih.gov/gene/?term=4608
ENSG00000179564	LSMEM2	leucine rich single-pass membrane protein 2	132228	https://www.ncbi.nlm.nih.gov/gene/?term=132228
ENSG00000101842	VSIG1	V-set and immunoglobulin domain containing 1	340547	https://www.ncbi.nlm.nih.gov/gene/?term=340547
ENSG00000110195	FOLR1	folate receptor 1	2348	https://www.ncbi.nlm.nih.gov/gene/?term=2348
ENSG00000244242	IFITM10	interferon induced transmembrane protein 10	402778	https://www.ncbi.nlm.nih.gov/gene/?term=402778
ENSG00000234409	CCDC188	coiled-coil domain containing 188	388849	https://www.ncbi.nlm.nih.gov/gene/?term=388849
ENSG00000125531	FNDC11	fibronectin type III domain containing 11	79025	https://www.ncbi.nlm.nih.gov/gene/?term=79025
ENSG00000143502	SUSD4	sushi domain containing 4	55061	https://www.ncbi.nlm.nih.gov/gene/?term=55061
ENSG00000170486	KRT72	keratin 72	140807	https://www.ncbi.nlm.nih.gov/gene/?term=140807
ENSG00000151623	NR3C2	nuclear receptor subfamily 3 group C member 2	4306	https://www.ncbi.nlm.nih.gov/gene/?term=4306
ENSG00000189409	MMP23B	matrix metallopeptidase 23B	8510	https://www.ncbi.nlm.nih.gov/gene/?term=8510
ENSG00000196990	FAM163B	family with sequence similarity 163 member B	642968	https://www.ncbi.nlm.nih.gov/gene/?term=642968
ENSG00000189280	GJB5	gap junction protein beta 5	2709	https://www.ncbi.nlm.nih.gov/gene/?term=2709
ENSG00000151117	TMEM86A	transmembrane protein 86A	144110	https://www.ncbi.nlm.nih.gov/gene/?term=144110
ENSG00000205867	KRTAP5-2	keratin associated protein 5-2	440021	https://www.ncbi.nlm.nih.gov/gene/?term=440021
ENSG00000158901	WFDC8	WAP four-disulfide core domain 8	90199	https://www.ncbi.nlm.nih.gov/gene/?term=90199
ENSG00000180611	MB21D2	Mab-21 domain containing 2	151963	https://www.ncbi.nlm.nih.gov/gene/?term=151963
ENSG00000182809	CRIP2	cysteine rich protein 2	1397	https://www.ncbi.nlm.nih.gov/gene/?term=1397
ENSG00000215131	C16orf90	chromosome 16 open reading frame 90	646174	https://www.ncbi.nlm.nih.gov/gene/?term=646174
ENSG00000167286	CD3D	CD3d molecule	915	https://www.ncbi.nlm.nih.gov/gene/?term=915
ENSG00000150773	PIH1D2	PIH1 domain containing 2	120379	https://www.ncbi.nlm.nih.gov/gene/?term=120379
ENSG00000160284	SPATC1L	spermatogenesis and centriole associated 1 like	84221	https://www.ncbi.nlm.nih.gov/gene/?term=84221
ENSG00000187783	TMEM72	transmembrane protein 72	643236	https://www.ncbi.nlm.nih.gov/gene/?term=643236
ENSG00000133106	EPSTI1	epithelial stromal interaction 1	94240	https://www.ncbi.nlm.nih.gov/gene/?term=94240
ENSG00000215187	FAM166B	family with sequence similarity 166 member B	730112	https://www.ncbi.nlm.nih.gov/gene/?term=730112
ENSG00000130595	TNNT3	troponin T3, fast skeletal type	7140	https://www.ncbi.nlm.nih.gov/gene/?term=7140
ENSG00000165204	OR1K1	olfactory receptor family 1 subfamily K member 1	392392	https://www.ncbi.nlm.nih.gov/gene/?term=392392
ENSG00000203772	SPRN	shadow of prion protein	503542	https://www.ncbi.nlm.nih.gov/gene/?term=503542
ENSG00000167769	ACER1	alkaline ceramidase 1	125981	https://www.ncbi.nlm.nih.gov/gene/?term=125981
ENSG00000119698	PPP4R4	protein phosphatase 4 regulatory subunit 4	57718	https://www.ncbi.nlm.nih.gov/gene/?term=57718
ENSG00000165591	FAAH2	fatty acid amide hydrolase 2	158584	https://www.ncbi.nlm.nih.gov/gene/?term=158584
ENSG00000124466	LYPD3	LY6/PLAUR domain containing 3	27076	https://www.ncbi.nlm.nih.gov/gene/?term=27076
ENSG00000136514	RTP4	receptor transporter protein 4	64108	https://www.ncbi.nlm.nih.gov/gene/?term=64108
ENSG00000184361	SPATA32	spermatogenesis associated 32	124783	https://www.ncbi.nlm.nih.gov/gene/?term=124783
ENSG00000065057	NTHL1	nth like DNA glycosylase 1	4913	https://www.ncbi.nlm.nih.gov/gene/?term=4913
ENSG00000136383	ALPK3	alpha kinase 3	57538	https://www.ncbi.nlm.nih.gov/gene/?term=57538
