userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000105127	AKAP8	A-kinase anchoring protein 8	10270	https://www.ncbi.nlm.nih.gov/gene/?term=10270
ENSG00000141577	CEP131	centrosomal protein 131	22994	https://www.ncbi.nlm.nih.gov/gene/?term=22994
ENSG00000205643	CDPF1	cysteine rich DPF motif domain containing 1	150383	https://www.ncbi.nlm.nih.gov/gene/?term=150383
ENSG00000114902	SPCS1	signal peptidase complex subunit 1	28972	https://www.ncbi.nlm.nih.gov/gene/?term=28972
ENSG00000090905	TNRC6A	trinucleotide repeat containing 6A	27327	https://www.ncbi.nlm.nih.gov/gene/?term=27327
ENSG00000165275	TRMT10B	tRNA methyltransferase 10B	158234	https://www.ncbi.nlm.nih.gov/gene/?term=158234
ENSG00000107185	RGP1	RGP1 homolog, RAB6A GEF complex partner 1	9827	https://www.ncbi.nlm.nih.gov/gene/?term=9827
ENSG00000028528	SNX1	sorting nexin 1	6642	https://www.ncbi.nlm.nih.gov/gene/?term=6642
ENSG00000100246	DNAL4	dynein axonemal light chain 4	10126	https://www.ncbi.nlm.nih.gov/gene/?term=10126
ENSG00000163807	KIAA1143	KIAA1143	57456	https://www.ncbi.nlm.nih.gov/gene/?term=57456
ENSG00000172667	ZMAT3	zinc finger matrin-type 3	64393	https://www.ncbi.nlm.nih.gov/gene/?term=64393
ENSG00000143379	SETDB1	SET domain bifurcated histone lysine methyltransferase 1	9869	https://www.ncbi.nlm.nih.gov/gene/?term=9869
ENSG00000176248	ANAPC2	anaphase promoting complex subunit 2	29882	https://www.ncbi.nlm.nih.gov/gene/?term=29882
ENSG00000172053	QARS	glutaminyl-tRNA synthetase	5859	https://www.ncbi.nlm.nih.gov/gene/?term=5859
ENSG00000121775	TMEM39B	transmembrane protein 39B	55116	https://www.ncbi.nlm.nih.gov/gene/?term=55116
ENSG00000023318	ERP44	endoplasmic reticulum protein 44	23071	https://www.ncbi.nlm.nih.gov/gene/?term=23071
ENSG00000105193	RPS16	ribosomal protein S16	6217	https://www.ncbi.nlm.nih.gov/gene/?term=6217
ENSG00000137135	ARHGEF39	Rho guanine nucleotide exchange factor 39	84904	https://www.ncbi.nlm.nih.gov/gene/?term=84904
ENSG00000005483	KMT2E	lysine methyltransferase 2E	55904	https://www.ncbi.nlm.nih.gov/gene/?term=55904
ENSG00000100997	ABHD12	abhydrolase domain containing 12	26090	https://www.ncbi.nlm.nih.gov/gene/?term=26090
ENSG00000160961	ZNF333	zinc finger protein 333	84449	https://www.ncbi.nlm.nih.gov/gene/?term=84449
ENSG00000155229	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component	64210	https://www.ncbi.nlm.nih.gov/gene/?term=64210
ENSG00000053254	FOXN3	forkhead box N3	1112	https://www.ncbi.nlm.nih.gov/gene/?term=1112
ENSG00000101745	ANKRD12	ankyrin repeat domain 12	23253	https://www.ncbi.nlm.nih.gov/gene/?term=23253
ENSG00000178149	DALRD3	DALR anticodon binding domain containing 3	55152	https://www.ncbi.nlm.nih.gov/gene/?term=55152
ENSG00000153046	CDYL	chromodomain Y like	9425	https://www.ncbi.nlm.nih.gov/gene/?term=9425
ENSG00000105229	PIAS4	protein inhibitor of activated STAT 4	51588	https://www.ncbi.nlm.nih.gov/gene/?term=51588
ENSG00000167984	NLRC3	NLR family CARD domain containing 3	197358	https://www.ncbi.nlm.nih.gov/gene/?term=197358
ENSG00000161010	MRNIP	MRN complex interacting protein	51149	https://www.ncbi.nlm.nih.gov/gene/?term=51149
ENSG00000125485	DDX31	DEAD-box helicase 31	64794	https://www.ncbi.nlm.nih.gov/gene/?term=64794
ENSG00000174227	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	54872	https://www.ncbi.nlm.nih.gov/gene/?term=54872
ENSG00000128159	TUBGCP6	tubulin gamma complex associated protein 6	85378	https://www.ncbi.nlm.nih.gov/gene/?term=85378
ENSG00000178691	SUZ12	SUZ12, polycomb repressive complex 2 subunit	23512	https://www.ncbi.nlm.nih.gov/gene/?term=23512
ENSG00000163328	GPR155	G protein-coupled receptor 155	151556	https://www.ncbi.nlm.nih.gov/gene/?term=151556
ENSG00000168781	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1	9677	https://www.ncbi.nlm.nih.gov/gene/?term=9677
ENSG00000128563	PRKRIP1	PRKR interacting protein 1	79706	https://www.ncbi.nlm.nih.gov/gene/?term=79706
ENSG00000128563	LOC100630923	LOC100289561-PRKRIP1 readthrough	100630923	https://www.ncbi.nlm.nih.gov/gene/?term=100630923
ENSG00000145916	RMND5B	required for meiotic nuclear division 5 homolog B	64777	https://www.ncbi.nlm.nih.gov/gene/?term=64777
ENSG00000056277	ZNF280C	zinc finger protein 280C	55609	https://www.ncbi.nlm.nih.gov/gene/?term=55609
ENSG00000135829	DHX9	DExH-box helicase 9	1660	https://www.ncbi.nlm.nih.gov/gene/?term=1660
ENSG00000107643	MAPK8	mitogen-activated protein kinase 8	5599	https://www.ncbi.nlm.nih.gov/gene/?term=5599
ENSG00000133619	KRBA1	KRAB-A domain containing 1	84626	https://www.ncbi.nlm.nih.gov/gene/?term=84626
ENSG00000147601	TERF1	telomeric repeat binding factor 1	7013	https://www.ncbi.nlm.nih.gov/gene/?term=7013
ENSG00000163013	FBXO41	F-box protein 41	150726	https://www.ncbi.nlm.nih.gov/gene/?term=150726
ENSG00000124334	IL9R	interleukin 9 receptor	3581	https://www.ncbi.nlm.nih.gov/gene/?term=3581
ENSG00000130764	LRRC47	leucine rich repeat containing 47	57470	https://www.ncbi.nlm.nih.gov/gene/?term=57470
ENSG00000130803	ZNF317	zinc finger protein 317	57693	https://www.ncbi.nlm.nih.gov/gene/?term=57693
ENSG00000136485	DCAF7	DDB1 and CUL4 associated factor 7	10238	https://www.ncbi.nlm.nih.gov/gene/?term=10238
ENSG00000092148	HECTD1	HECT domain E3 ubiquitin protein ligase 1	25831	https://www.ncbi.nlm.nih.gov/gene/?term=25831
ENSG00000144048	DUSP11	dual specificity phosphatase 11	8446	https://www.ncbi.nlm.nih.gov/gene/?term=8446
ENSG00000185220	PGBD2	piggyBac transposable element derived 2	267002	https://www.ncbi.nlm.nih.gov/gene/?term=267002
ENSG00000186298	PPP1CC	protein phosphatase 1 catalytic subunit gamma	5501	https://www.ncbi.nlm.nih.gov/gene/?term=5501
ENSG00000164051	CCDC51	coiled-coil domain containing 51	79714	https://www.ncbi.nlm.nih.gov/gene/?term=79714
ENSG00000152818	UTRN	utrophin	7402	https://www.ncbi.nlm.nih.gov/gene/?term=7402
ENSG00000147162	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	8473	https://www.ncbi.nlm.nih.gov/gene/?term=8473
ENSG00000063176	SPHK2	sphingosine kinase 2	56848	https://www.ncbi.nlm.nih.gov/gene/?term=56848
ENSG00000147123	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	54539	https://www.ncbi.nlm.nih.gov/gene/?term=54539
ENSG00000109323	MANBA	mannosidase beta	4126	https://www.ncbi.nlm.nih.gov/gene/?term=4126
ENSG00000134461	ANKRD16	ankyrin repeat domain 16	54522	https://www.ncbi.nlm.nih.gov/gene/?term=54522
ENSG00000186047	DLEU7	deleted in lymphocytic leukemia 7	220107	https://www.ncbi.nlm.nih.gov/gene/?term=220107
ENSG00000198538	ZNF28	zinc finger protein 28	7576	https://www.ncbi.nlm.nih.gov/gene/?term=7576
ENSG00000121058	COIL	coilin	8161	https://www.ncbi.nlm.nih.gov/gene/?term=8161
ENSG00000161905	ALOX15	arachidonate 15-lipoxygenase	246	https://www.ncbi.nlm.nih.gov/gene/?term=246
ENSG00000158234	FAIM	Fas apoptotic inhibitory molecule	55179	https://www.ncbi.nlm.nih.gov/gene/?term=55179
ENSG00000204394	VARS	valyl-tRNA synthetase	7407	https://www.ncbi.nlm.nih.gov/gene/?term=7407
ENSG00000138085	ATRAID	all-trans retinoic acid induced differentiation factor	51374	https://www.ncbi.nlm.nih.gov/gene/?term=51374
ENSG00000087008	ACOX3	acyl-CoA oxidase 3, pristanoyl	8310	https://www.ncbi.nlm.nih.gov/gene/?term=8310
ENSG00000185475	TMEM179B	transmembrane protein 179B	374395	https://www.ncbi.nlm.nih.gov/gene/?term=374395
ENSG00000100207	TCF20	transcription factor 20	6942	https://www.ncbi.nlm.nih.gov/gene/?term=6942
ENSG00000117748	RPA2	replication protein A2	6118	https://www.ncbi.nlm.nih.gov/gene/?term=6118
ENSG00000109381	ELF2	E74 like ETS transcription factor 2	1998	https://www.ncbi.nlm.nih.gov/gene/?term=1998
ENSG00000168286	THAP11	THAP domain containing 11	57215	https://www.ncbi.nlm.nih.gov/gene/?term=57215
ENSG00000197724	PHF2	PHD finger protein 2	5253	https://www.ncbi.nlm.nih.gov/gene/?term=5253
ENSG00000197912	SPG7	SPG7, paraplegin matrix AAA peptidase subunit	6687	https://www.ncbi.nlm.nih.gov/gene/?term=6687
ENSG00000198551	ZNF627	zinc finger protein 627	199692	https://www.ncbi.nlm.nih.gov/gene/?term=199692
ENSG00000138668	HNRNPD	heterogeneous nuclear ribonucleoprotein D	3184	https://www.ncbi.nlm.nih.gov/gene/?term=3184
ENSG00000135966	TGFBRAP1	transforming growth factor beta receptor associated protein 1	9392	https://www.ncbi.nlm.nih.gov/gene/?term=9392
ENSG00000132676	DAP3	death associated protein 3	7818	https://www.ncbi.nlm.nih.gov/gene/?term=7818
ENSG00000206077	ZDHHC11B	zinc finger DHHC-type containing 11B	653082	https://www.ncbi.nlm.nih.gov/gene/?term=653082
ENSG00000155666	KDM8	lysine demethylase 8	79831	https://www.ncbi.nlm.nih.gov/gene/?term=79831
ENSG00000164062	APEH	acylaminoacyl-peptide hydrolase	327	https://www.ncbi.nlm.nih.gov/gene/?term=327
ENSG00000154001	PPP2R5E	protein phosphatase 2 regulatory subunit B'epsilon	5529	https://www.ncbi.nlm.nih.gov/gene/?term=5529
ENSG00000168887	C2orf68	chromosome 2 open reading frame 68	388969	https://www.ncbi.nlm.nih.gov/gene/?term=388969
ENSG00000116478	HDAC1	histone deacetylase 1	3065	https://www.ncbi.nlm.nih.gov/gene/?term=3065
ENSG00000187522	HSPA14	heat shock protein family A (Hsp70) member 14	51182	https://www.ncbi.nlm.nih.gov/gene/?term=51182
ENSG00000119969	HELLS	helicase, lymphoid specific	3070	https://www.ncbi.nlm.nih.gov/gene/?term=3070
ENSG00000144021	CIAO1	cytosolic iron-sulfur assembly component 1	9391	https://www.ncbi.nlm.nih.gov/gene/?term=9391
ENSG00000198918	RPL39	ribosomal protein L39	6170	https://www.ncbi.nlm.nih.gov/gene/?term=6170
ENSG00000031003	FAM13B	family with sequence similarity 13 member B	51306	https://www.ncbi.nlm.nih.gov/gene/?term=51306
ENSG00000145741	BTF3	basic transcription factor 3	689	https://www.ncbi.nlm.nih.gov/gene/?term=689
ENSG00000149311	ATM	ATM serine/threonine kinase	472	https://www.ncbi.nlm.nih.gov/gene/?term=472
ENSG00000197774	EME2	essential meiotic structure-specific endonuclease subunit 2	197342	https://www.ncbi.nlm.nih.gov/gene/?term=197342
ENSG00000173064	HECTD4	HECT domain E3 ubiquitin protein ligase 4	283450	https://www.ncbi.nlm.nih.gov/gene/?term=283450
ENSG00000127831	VIL1	villin 1	7429	https://www.ncbi.nlm.nih.gov/gene/?term=7429
ENSG00000251247	ZNF345	zinc finger protein 345	25850	https://www.ncbi.nlm.nih.gov/gene/?term=25850
ENSG00000146830	GIGYF1	GRB10 interacting GYF protein 1	64599	https://www.ncbi.nlm.nih.gov/gene/?term=64599
ENSG00000196655	TRAPPC4	trafficking protein particle complex 4	51399	https://www.ncbi.nlm.nih.gov/gene/?term=51399
ENSG00000143575	HAX1	HCLS1 associated protein X-1	10456	https://www.ncbi.nlm.nih.gov/gene/?term=10456
ENSG00000100324	TAB1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1	10454	https://www.ncbi.nlm.nih.gov/gene/?term=10454
ENSG00000132323	ILKAP	ILK associated serine/threonine phosphatase	80895	https://www.ncbi.nlm.nih.gov/gene/?term=80895
ENSG00000122376	SHLD2	shieldin complex subunit 2	54537	https://www.ncbi.nlm.nih.gov/gene/?term=54537
ENSG00000148672	GLUD1	glutamate dehydrogenase 1	2746	https://www.ncbi.nlm.nih.gov/gene/?term=2746
ENSG00000130299	GTPBP3	GTP binding protein 3, mitochondrial	84705	https://www.ncbi.nlm.nih.gov/gene/?term=84705
ENSG00000133773	CCDC59	coiled-coil domain containing 59	29080	https://www.ncbi.nlm.nih.gov/gene/?term=29080
ENSG00000105298	CACTIN	cactin, spliceosome C complex subunit	58509	https://www.ncbi.nlm.nih.gov/gene/?term=58509
ENSG00000197062	ZSCAN26	zinc finger and SCAN domain containing 26	7741	https://www.ncbi.nlm.nih.gov/gene/?term=7741
ENSG00000247077	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase	192111	https://www.ncbi.nlm.nih.gov/gene/?term=192111
ENSG00000132275	RRP8	ribosomal RNA processing 8	23378	https://www.ncbi.nlm.nih.gov/gene/?term=23378
ENSG00000129993	CBFA2T3	CBFA2/RUNX1 translocation partner 3	863	https://www.ncbi.nlm.nih.gov/gene/?term=863
ENSG00000089094	KDM2B	lysine demethylase 2B	84678	https://www.ncbi.nlm.nih.gov/gene/?term=84678
ENSG00000173406	DAB1	DAB1, reelin adaptor protein	1600	https://www.ncbi.nlm.nih.gov/gene/?term=1600
ENSG00000111057	KRT18	keratin 18	3875	https://www.ncbi.nlm.nih.gov/gene/?term=3875
ENSG00000083814	ZNF671	zinc finger protein 671	79891	https://www.ncbi.nlm.nih.gov/gene/?term=79891
ENSG00000167088	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide	6632	https://www.ncbi.nlm.nih.gov/gene/?term=6632
ENSG00000100410	PHF5A	PHD finger protein 5A	84844	https://www.ncbi.nlm.nih.gov/gene/?term=84844
ENSG00000087088	BAX	BCL2 associated X, apoptosis regulator	581	https://www.ncbi.nlm.nih.gov/gene/?term=581
ENSG00000105085	MED26	mediator complex subunit 26	9441	https://www.ncbi.nlm.nih.gov/gene/?term=9441
ENSG00000182973	CNOT10	CCR4-NOT transcription complex subunit 10	25904	https://www.ncbi.nlm.nih.gov/gene/?term=25904
ENSG00000204152	TIMM23B	translocase of inner mitochondrial membrane 23 homolog B	100652748	https://www.ncbi.nlm.nih.gov/gene/?term=100652748
ENSG00000158604	TMED4	transmembrane p24 trafficking protein 4	222068	https://www.ncbi.nlm.nih.gov/gene/?term=222068
ENSG00000130312	MRPL34	mitochondrial ribosomal protein L34	64981	https://www.ncbi.nlm.nih.gov/gene/?term=64981
