userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000128512	DOCK4	dedicator of cytokinesis 4	9732	https://www.ncbi.nlm.nih.gov/gene/?term=9732
ENSG00000113070	HBEGF	heparin binding EGF like growth factor	1839	https://www.ncbi.nlm.nih.gov/gene/?term=1839
ENSG00000130766	SESN2	sestrin 2	83667	https://www.ncbi.nlm.nih.gov/gene/?term=83667
ENSG00000166147	FBN1	fibrillin 1	2200	https://www.ncbi.nlm.nih.gov/gene/?term=2200
ENSG00000099985	OSM	oncostatin M	5008	https://www.ncbi.nlm.nih.gov/gene/?term=5008
ENSG00000134827	TCN1	transcobalamin 1	6947	https://www.ncbi.nlm.nih.gov/gene/?term=6947
ENSG00000176597	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	84002	https://www.ncbi.nlm.nih.gov/gene/?term=84002
ENSG00000102010	BMX	BMX non-receptor tyrosine kinase	660	https://www.ncbi.nlm.nih.gov/gene/?term=660
ENSG00000102543	CDADC1	cytidine and dCMP deaminase domain containing 1	81602	https://www.ncbi.nlm.nih.gov/gene/?term=81602
ENSG00000079385	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1	634	https://www.ncbi.nlm.nih.gov/gene/?term=634
ENSG00000109321	AREG	amphiregulin	374	https://www.ncbi.nlm.nih.gov/gene/?term=374
ENSG00000096006	CRISP3	cysteine rich secretory protein 3	10321	https://www.ncbi.nlm.nih.gov/gene/?term=10321
ENSG00000100448	CTSG	cathepsin G	1511	https://www.ncbi.nlm.nih.gov/gene/?term=1511
ENSG00000196415	PRTN3	proteinase 3	5657	https://www.ncbi.nlm.nih.gov/gene/?term=5657
ENSG00000123689	G0S2	G0/G1 switch 2	50486	https://www.ncbi.nlm.nih.gov/gene/?term=50486
ENSG00000139572	GPR84	G protein-coupled receptor 84	53831	https://www.ncbi.nlm.nih.gov/gene/?term=53831
ENSG00000102837	OLFM4	olfactomedin 4	10562	https://www.ncbi.nlm.nih.gov/gene/?term=10562
ENSG00000118113	MMP8	matrix metallopeptidase 8	4317	https://www.ncbi.nlm.nih.gov/gene/?term=4317
ENSG00000186599	DEFB105A	defensin beta 105A	245908	https://www.ncbi.nlm.nih.gov/gene/?term=245908
ENSG00000186599	DEFB105B	defensin beta 105B	504180	https://www.ncbi.nlm.nih.gov/gene/?term=504180
